molecule_chembl_id,canonical_smiles,assay_description,assay_type,target_organism,target_pref_name,bioactivity_class,standard_value,target_organism_canonical_smiles,target_organism_isomeric_smiles,"bioactivity_class_labels (0-inactive, 1-active, 2-intermediate)",MW,LogP,NumHDonors,NumHAcceptors
CHEMBL4846937,CC[C@@H]1NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,713.862,-1.0693,7,10
CHEMBL4873791,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,717.806,-3.7638,9,12
CHEMBL4871930,CC(C)C[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,715.878,-0.9674,7,10
CHEMBL4855260,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,703.823,-2.6311,8,11
CHEMBL4864163,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,829.982,-2.5941,9,12
CHEMBL4867088,CC[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,856.02,-2.0599,9,12
CHEMBL4872397,CC[C@@H]1NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,800.94,-2.5922,9,12
CHEMBL4851348,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,901.061,-3.0894,10,13
CHEMBL4851196,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,845.981,-3.6217,10,13
CHEMBL4876522,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,716.862,-0.3681,7,10
CHEMBL4858748,CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,745.864,-2.39693,10,11
CHEMBL4848940,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,815.955,-2.9842,9,12
CHEMBL4847752,NCCCC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,766.882,-2.9615,9,12
CHEMBL4873945,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,1451.678,-7.57813,21,22
CHEMBL4846266,CC[C@@H]1NC(=O)[C@@H](N)CCNC(=O)[C@@H]2CSC(=N2)c2cccc(n2)C2=N[C@@H](CS2)C(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)(C)C)NC1=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,986.236,-1.3837,10,15
CHEMBL4877763,CC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccnc(C#N)c1)C(N)=O)C(C)(C)C,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,627.747,-1.23072,7,9
CHEMBL4877806,CC[C@H](NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(N)=O)C(C)(C)C,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,498.625,-0.8015,6,6
CHEMBL4873357,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CSCN1)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccnc(C#N)c1)C(N)=O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,100000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,859.024,-2.93552,10,13
CHEMBL4875501,CC(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(C)C)[C@@H](C)O,Inhibition of SARS CoV-2 main protease using DABCYL-KTSAVLQ1SGFRKM-E(EDANS)-NH2 as substrate by FRET based assay,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,71000,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,1468.68,-8.35173,23,21
CHEMBL4877358,N=C(N/N=C/c1ccccc1O)c1nonc1NCNc1nonc1C(=N)N/N=C/c1ccccc1O,Inhibition of SARS-CoV-2 main protease,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,active,110,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,504.471,1.24344,8,14
CHEMBL4869416,COc1cc(C(NC2=NC(=O)C(CC(=O)Nc3ccc(C(=O)O)cc3)S2)c2c(O)[nH]c(=O)[nH]c2=O)ccc1O,Inhibition of SARS-CoV-2 main protease,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,active,450,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,555.525,0.887,7,10
CHEMBL4869416,COc1cc(C(NC2=NC(=O)C(CC(=O)Nc3ccc(C(=O)O)cc3)S2)c2c(O)[nH]c(=O)[nH]c2=O)ccc1O,Inhibition of SARS-CoV-2 papain-like protease,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,active,85,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,555.525,0.887,7,10
CHEMBL4877358,N=C(N/N=C/c1ccccc1O)c1nonc1NCNc1nonc1C(=N)N/N=C/c1ccccc1O,Inhibition of SARS-CoV-2 papain-like protease,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,active,63,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,504.471,1.24344,8,14
CHEMBL4848534,Cn1cc(SCC(=O)NCc2ccccc2)c2ccccc21,Inhibition of SARS-CoV-2 RdRp transfected in human HEK293T cells cotransfected with Cov-Gluc by Gaussia luciferase reporter gene method,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,26920,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,310.422,3.5868,1,3
CHEMBL4864930,Cn1cc(SCC(=O)N(Cc2ccccc2)Cc2ccccc2)c2ccccc21,Inhibition of SARS-CoV-2 RdRp transfected in human HEK293T cells cotransfected with Cov-Gluc by Gaussia luciferase reporter gene method,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,12300,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,400.547,5.4994,0,3
CHEMBL4854494,COc1ccccc1CNC(=O)CSc1c[nH]c2ccc(Br)cc12,Inhibition of SARS-CoV-2 RdRp transfected in human HEK293T cells cotransfected with Cov-Gluc by Gaussia luciferase reporter gene method,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,10720,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,405.317,4.3475,2,3
CHEMBL4852238,COc1ccccc1CNC(=O)CSc1c[nH]c2cc(Br)ccc12,Inhibition of SARS-CoV-2 RdRp transfected in human HEK293T cells cotransfected with Cov-Gluc by Gaussia luciferase reporter gene method,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,10010,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,405.317,4.3475,2,3
CHEMBL4854368,CN(Cc1ccccc1)C(=O)CSc1c[nH]c2c(Br)cccc12,Inhibition of SARS-CoV-2 RdRp transfected in human HEK293T cells cotransfected with Cov-Gluc by Gaussia luciferase reporter gene method,B,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,inactive,20890,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,389.318,4.6811,1,2
CID 786691,CC1=CC(=NC(=O)N1S(=O)(=O)C2=CC=C(C=C2)N)C,Binding affinity to 15N-labelled His-tagged Apo-MRES-CoV papain-like protease by TROSY [1H-15N] spectroscopy,B,ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),active,unspecified,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,279.321,0.67934,1,6
CID 44267478,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4C3OC(=CC4=O)C5=NNN=N5,Binding affinity to MERS-CoV papain-like protease in presence of Z-Arg-Leu-Arg-Gly-Gly-AMC by SPR analysis,B,ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),inactive,unspecified,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,0,483.528,3.4101,2,7
CID  786691,CC1=CC(=NC(=O)N1S(=O)(=O)C2=CC=C(C=C2)N)C,Reversible inhibition of MERS-CoV papain-like protease assessed as recovery of enzyme activity at 125 times IC50 using Z-Arg-Leu-Arg-Gly-Gly-AMC as substrate incubated for 1 hr followed by 2-fold dilution and measured by fluorescence assay,B,ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),active,unspecified,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,279.321,0.67934,1,6
145975487,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC2CCN(CC2)C(=O)OC(C)(C)C.[Na+],Inhibition of Middle East respiratory syndrome-related coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),active,0.4,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,600.667,-2.5946,4,10
145975487,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC2CCN(CC2)C(=O)OC(C)(C)C.[Na+],Inhibition of Middle East respiratory syndrome-related coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),active,0.4,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,600.667,-2.5946,4,10
145978039,CCOC(=O)N1CCC(CC1)OC(=O)NC(CC(C)C)C(=O)NC(CC2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Inhibition of Middle East respiratory syndrome-related coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),active,0.5,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,572.613,-3.3732,4,10
145978039,CCOC(=O)N1CCC(CC1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Inhibition of Middle East respiratory syndrome-related coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),active,0.5,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,572.613,-3.3732,4,10
145966788,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OC2CCN(CC2)C(=O)OC(C)(C)C,Inhibition of Middle East respiratory syndrome-related coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),ORF1ab - ORF1a polyprotein;ORF1ab polyprotein (Betacoronavirus England 1),active,0.6,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,CC(C)C[C@H](C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,1,496.605,1.7367,3,7
